Schema,Code,StructureLabel,Description,AlphaBetaRatio
FMA (3.2),68281, Lymph node of upper lobe of left lung, Lymph node of upper lobe of left lung,0
FMA (3.2),68279, Lymph node of upper lobe of lung, Lymph node of upper lobe of lung,0
FMA (3.2),68280, Lymph node of upper lobe of right lung, Lymph node of upper lobe of right lung,0
FMA (3.2),277942, Lymphatc chain at root of inferior pancreaticoduodenal artery, Lymphatc chain at root of inferior pancreaticoduodenal artery,0
FMA (3.2),277944, Lymphatc chain at root of middle colic artery, Lymphatc chain at root of middle colic artery,0
FMA (3.2),62865, Lymphatic chain, Lymphatic chain,0
FMA (3.2),277940, Lymphatic chain at root of superior mesenteric artery, Lymphatic chain at root of superior mesenteric artery,0
FMA (3.2),68268, Lymphatic chain of anterior basal segmental bronchus, Lymphatic chain of anterior basal segmental bronchus,0
FMA (3.2),68255, Lymphatic chain of anterior segmental bronchus, Lymphatic chain of anterior segmental bronchus,0
FMA (3.2),68249, Lymphatic chain of apical segmental bronchus, Lymphatic chain of apical segmental bronchus,0
FMA (3.2),68258, Lymphatic chain of apicoposterior segmental bronchus, Lymphatic chain of apicoposterior segmental bronchus,0
FMA (3.2),68266, Lymphatic chain of basal segmental bronchus, Lymphatic chain of basal segmental bronchus,0
FMA (3.2),68262, Lymphatic chain of inferior lingular bronchus, Lymphatic chain of inferior lingular bronchus,0
FMA (3.2),68269, Lymphatic chain of lateral basal segmental bronchus, Lymphatic chain of lateral basal segmental bronchus,0
FMA (3.2),68260, Lymphatic chain of lateral segmental bronchus, Lymphatic chain of lateral segmental bronchus,0
FMA (3.2),68276, Lymphatic chain of left anterior basal segmental bronchus, Lymphatic chain of left anterior basal segmental bronchus,0
FMA (3.2),68257, Lymphatic chain of left anterior segmental bronchus, Lymphatic chain of left anterior segmental bronchus,0
FMA (3.2),68251, Lymphatic chain of left apical segmental bronchus, Lymphatic chain of left apical segmental bronchus,0
FMA (3.2),68274, Lymphatic chain of left lateral basal segmental bronchus, Lymphatic chain of left lateral basal segmental bronchus,0
FMA (3.2),68278, Lymphatic chain of left medial basal segmental bronchus, Lymphatic chain of left medial basal segmental bronchus,0
FMA (3.2),68272, Lymphatic chain of left posterior basal segmental bronchus, Lymphatic chain of left posterior basal segmental bronchus,0
FMA (3.2),68254, Lymphatic chain of left posterior segmental bronchus, Lymphatic chain of left posterior segmental bronchus,0
FMA (3.2),68265, Lymphatic chain of left superior segmental bronchus, Lymphatic chain of left superior segmental bronchus,0
FMA (3.2),69223, Lymphatic chain of lingula of left lung, Lymphatic chain of lingula of left lung,0
FMA (3.2),68247, Lymphatic chain of lower lobe of left lung, Lymphatic chain of lower lobe of left lung,0
FMA (3.2),68245, Lymphatic chain of lower lobe of lung, Lymphatic chain of lower lobe of lung,0
FMA (3.2),68246, Lymphatic chain of lower lobe of right lung, Lymphatic chain of lower lobe of right lung,0
FMA (3.2),68267, Lymphatic chain of medial basal segmental bronchus, Lymphatic chain of medial basal segmental bronchus,0
FMA (3.2),68259, Lymphatic chain of medial segmental bronchus, Lymphatic chain of medial segmental bronchus,0
FMA (3.2),68244, Lymphatic chain of middle lobe of lung, Lymphatic chain of middle lobe of lung,0
FMA (3.2),68270, Lymphatic chain of posterior basal segmental bronchus, Lymphatic chain of posterior basal segmental bronchus,0
FMA (3.2),68252, Lymphatic chain of posterior segmental bronchus, Lymphatic chain of posterior segmental bronchus,0
FMA (3.2),68275, Lymphatic chain of right anterior basal segmental bronchus, Lymphatic chain of right anterior basal segmental bronchus,0
FMA (3.2),68256, Lymphatic chain of right anterior segmental bronchus, Lymphatic chain of right anterior segmental bronchus,0
FMA (3.2),68250, Lymphatic chain of right apical segmental bronchus, Lymphatic chain of right apical segmental bronchus,0
FMA (3.2),68273, Lymphatic chain of right lateral basal segmental bronchus, Lymphatic chain of right lateral basal segmental bronchus,0
FMA (3.2),68277, Lymphatic chain of right medial basal segmental bronchus, Lymphatic chain of right medial basal segmental bronchus,0
FMA (3.2),68271, Lymphatic chain of right posterior basal segmental bronchus, Lymphatic chain of right posterior basal segmental bronchus,0
FMA (3.2),68253, Lymphatic chain of right posterior segmental bronchus, Lymphatic chain of right posterior segmental bronchus,0
FMA (3.2),68264, Lymphatic chain of right superior segmental bronchus, Lymphatic chain of right superior segmental bronchus,0
FMA (3.2),278454, Lymphatic chain of root of inferior pancreaticoduodenal artery, Lymphatic chain of root of inferior pancreaticoduodenal artery,0
FMA (3.2),68248, Lymphatic chain of segmental bronchus, Lymphatic chain of segmental bronchus,0
FMA (3.2),68261, Lymphatic chain of superior lingular bronchus, Lymphatic chain of superior lingular bronchus,0
FMA (3.2),68263, Lymphatic chain of superior segmental bronchus, Lymphatic chain of superior segmental bronchus,0
FMA (3.2),68243, Lymphatic chain of upper lobe of left lung, Lymphatic chain of upper lobe of left lung,0
FMA (3.2),68241, Lymphatic chain of upper lobe of lung, Lymphatic chain of upper lobe of lung,0
FMA (3.2),68242, Lymphatic chain of upper lobe of right lung, Lymphatic chain of upper lobe of right lung,0
FMA (3.2),236238, Lymphatic tree of ankle, Lymphatic tree of ankle,0
FMA (3.2),236543, Lymphatic tree of areola, Lymphatic tree of areola,0
FMA (3.2),224292, Lymphatic tree of bare area of liver, Lymphatic tree of bare area of liver,0
FMA (3.2),236070, Lymphatic tree of big toe, Lymphatic tree of big toe,0
FMA (3.2),236343, Lymphatic tree of breast, Lymphatic tree of breast,0
FMA (3.2),236801, Lymphatic tree of breast proper, Lymphatic tree of breast proper,0
FMA (3.2),236389, Lymphatic tree of central part of fibroglandular mass proper of , Lymphatic tree of central part of fibroglandular mass proper of ,0
FMA (3.2),236391, Lymphatic tree of central part of fibroglandular mass proper of , Lymphatic tree of central part of fibroglandular mass proper of ,0
FMA (3.2),236356, Lymphatic tree of central part of fibroglandular mass proper of , Lymphatic tree of central part of fibroglandular mass proper of ,0
FMA (3.2),236503, Lymphatic tree of fibroglandular mass of breast, Lymphatic tree of fibroglandular mass of breast,0
FMA (3.2),236583, Lymphatic tree of fibroglandular mass of left breast, Lymphatic tree of fibroglandular mass of left breast,0
FMA (3.2),236581, Lymphatic tree of fibroglandular mass of right breast, Lymphatic tree of fibroglandular mass of right breast,0
FMA (3.2),236505, Lymphatic tree of fibroglandular mass proper of breast, Lymphatic tree of fibroglandular mass proper of breast,0
FMA (3.2),236511, Lymphatic tree of fibroglandular mass proper of left breast, Lymphatic tree of fibroglandular mass proper of left breast,0
FMA (3.2),236509, Lymphatic tree of fibroglandular mass proper of right breast, Lymphatic tree of fibroglandular mass proper of right breast,0
FMA (3.2),235926, Lymphatic tree of finger, Lymphatic tree of finger,0
FMA (3.2),236062, Lymphatic tree of foot, Lymphatic tree of foot,0
FMA (3.2),236102, Lymphatic tree of foot proper, Lymphatic tree of foot proper,0
FMA (3.2),235988, Lymphatic tree of forearm, Lymphatic tree of forearm,0
FMA (3.2),236076, Lymphatic tree of fourth toe, Lymphatic tree of fourth toe,0
FMA (3.2),235664, Lymphatic tree of free lower limb segment, Lymphatic tree of free lower limb segment,0
FMA (3.2),235686, Lymphatic tree of free upper limb segment, Lymphatic tree of free upper limb segment,0
FMA (3.2),235982, Lymphatic tree of hand, Lymphatic tree of hand,0
FMA (3.2),235924, Lymphatic tree of hand proper, Lymphatic tree of hand proper,0
FMA (3.2),235930, Lymphatic tree of index finger, Lymphatic tree of index finger,0
FMA (3.2),236739, Lymphatic tree of inferior part of fibroglandular mass proper of, Lymphatic tree of inferior part of fibroglandular mass proper of,0
FMA (3.2),236741, Lymphatic tree of inferior part of fibroglandular mass proper of, Lymphatic tree of inferior part of fibroglandular mass proper of,0
FMA (3.2),236737, Lymphatic tree of inferior part of fibroglandular mass proper of, Lymphatic tree of inferior part of fibroglandular mass proper of,0
FMA (3.2),236393, Lymphatic tree of lateral part of fibroglandular mass proper of , Lymphatic tree of lateral part of fibroglandular mass proper of ,0
FMA (3.2),236395, Lymphatic tree of lateral part of fibroglandular mass proper of , Lymphatic tree of lateral part of fibroglandular mass proper of ,0
FMA (3.2),236352, Lymphatic tree of lateral part of fibroglandular mass proper of , Lymphatic tree of lateral part of fibroglandular mass proper of ,0
FMA (3.2),236242, Lymphatic tree of left ankle, Lymphatic tree of left ankle,0
FMA (3.2),236575, Lymphatic tree of left areola, Lymphatic tree of left areola,0
FMA (3.2),236084, Lymphatic tree of left big toe, Lymphatic tree of left big toe,0
FMA (3.2),236383, Lymphatic tree of left breast, Lymphatic tree of left breast,0
FMA (3.2),236805, Lymphatic tree of left breast proper, Lymphatic tree of left breast proper,0
FMA (3.2),241705, Lymphatic tree of left foot, Lymphatic tree of left foot,0
FMA (3.2),236106, Lymphatic tree of left foot proper, Lymphatic tree of left foot proper,0
FMA (3.2),236030, Lymphatic tree of left forearm, Lymphatic tree of left forearm,0
FMA (3.2),236096, Lymphatic tree of left fourth toe, Lymphatic tree of left fourth toe,0
FMA (3.2),235960, Lymphatic tree of left hand proper, Lymphatic tree of left hand proper,0
FMA (3.2),235944, Lymphatic tree of left index finger, Lymphatic tree of left index finger,0
FMA (3.2),236262, Lymphatic tree of left leg, Lymphatic tree of left leg,0
FMA (3.2),235956, Lymphatic tree of left little finger, Lymphatic tree of left little finger,0
FMA (3.2),236100, Lymphatic tree of left little toe, Lymphatic tree of left little toe,0
FMA (3.2),235948, Lymphatic tree of left middle finger, Lymphatic tree of left middle finger,0
FMA (3.2),236571, Lymphatic tree of left nipple, Lymphatic tree of left nipple,0
FMA (3.2),235952, Lymphatic tree of left ring finger, Lymphatic tree of left ring finger,0
FMA (3.2),236088, Lymphatic tree of left second toe, Lymphatic tree of left second toe,0
FMA (3.2),236092, Lymphatic tree of left third toe, Lymphatic tree of left third toe,0
FMA (3.2),235940, Lymphatic tree of left thumb, Lymphatic tree of left thumb,0
FMA (3.2),236026, Lymphatic tree of left wrist, Lymphatic tree of left wrist,0
FMA (3.2),236258, Lymphatic tree of leg, Lymphatic tree of leg,0
FMA (3.2),235936, Lymphatic tree of little finger, Lymphatic tree of little finger,0
FMA (3.2),236078, Lymphatic tree of little toe, Lymphatic tree of little toe,0
FMA (3.2),236354, Lymphatic tree of medial part of fibroglandular mass proper of b, Lymphatic tree of medial part of fibroglandular mass proper of b,0
FMA (3.2),236399, Lymphatic tree of medial part of fibroglandular mass proper of l, Lymphatic tree of medial part of fibroglandular mass proper of l,0
FMA (3.2),236397, Lymphatic tree of medial part of fibroglandular mass proper of r, Lymphatic tree of medial part of fibroglandular mass proper of r,0
FMA (3.2),235932, Lymphatic tree of middle finger, Lymphatic tree of middle finger,0
FMA (3.2),236541, Lymphatic tree of nipple, Lymphatic tree of nipple,0
FMA (3.2),236240, Lymphatic tree of right ankle, Lymphatic tree of right ankle,0
FMA (3.2),236573, Lymphatic tree of right areola, Lymphatic tree of right areola,0
FMA (3.2),236082, Lymphatic tree of right big toe, Lymphatic tree of right big toe,0
FMA (3.2),236381, Lymphatic tree of right breast, Lymphatic tree of right breast,0
FMA (3.2),236803, Lymphatic tree of right breast proper, Lymphatic tree of right breast proper,0
FMA (3.2),241703, Lymphatic tree of right foot, Lymphatic tree of right foot,0
FMA (3.2),236104, Lymphatic tree of right foot proper, Lymphatic tree of right foot proper,0
FMA (3.2),236028, Lymphatic tree of right forearm, Lymphatic tree of right forearm,0
FMA (3.2),236094, Lymphatic tree of right fourth toe, Lymphatic tree of right fourth toe,0
FMA (3.2),235958, Lymphatic tree of right hand proper, Lymphatic tree of right hand proper,0
FMA (3.2),235942, Lymphatic tree of right index finger, Lymphatic tree of right index finger,0
FMA (3.2),236260, Lymphatic tree of right leg, Lymphatic tree of right leg,0
FMA (3.2),235954, Lymphatic tree of right little finger, Lymphatic tree of right little finger,0
FMA (3.2),236098, Lymphatic tree of right little toe, Lymphatic tree of right little toe,0
FMA (3.2),235946, Lymphatic tree of right middle finger, Lymphatic tree of right middle finger,0
FMA (3.2),236569, Lymphatic tree of right nipple, Lymphatic tree of right nipple,0
FMA (3.2),235950, Lymphatic tree of right ring finger, Lymphatic tree of right ring finger,0
FMA (3.2),236086, Lymphatic tree of right second toe, Lymphatic tree of right second toe,0
FMA (3.2),236090, Lymphatic tree of right third toe, Lymphatic tree of right third toe,0
FMA (3.2),235938, Lymphatic tree of right thumb, Lymphatic tree of right thumb,0
FMA (3.2),236024, Lymphatic tree of right wrist, Lymphatic tree of right wrist,0
FMA (3.2),235934, Lymphatic tree of ring finger, Lymphatic tree of ring finger,0
FMA (3.2),236072, Lymphatic tree of second toe, Lymphatic tree of second toe,0
FMA (3.2),236551, Lymphatic tree of skin of areola, Lymphatic tree of skin of areola,0
FMA (3.2),236587, Lymphatic tree of skin of breast, Lymphatic tree of skin of breast,0
FMA (3.2),236567, Lymphatic tree of skin of left areola, Lymphatic tree of skin of left areola,0
FMA (3.2),236599, Lymphatic tree of skin of left breast, Lymphatic tree of skin of left breast,0
FMA (3.2),236563, Lymphatic tree of skin of left nipple, Lymphatic tree of skin of left nipple,0
FMA (3.2),236537, Lymphatic tree of skin of lower inner quadrant of breast, Lymphatic tree of skin of lower inner quadrant of breast,0
FMA (3.2),236619, Lymphatic tree of skin of lower inner quadrant of left breast, Lymphatic tree of skin of lower inner quadrant of left breast,0
FMA (3.2),236617, Lymphatic tree of skin of lower inner quadrant of right breast, Lymphatic tree of skin of lower inner quadrant of right breast,0
FMA (3.2),236535, Lymphatic tree of skin of lower outer quadrant of breast, Lymphatic tree of skin of lower outer quadrant of breast,0
FMA (3.2),236615, Lymphatic tree of skin of lower outer quadrant of left breast, Lymphatic tree of skin of lower outer quadrant of left breast,0
FMA (3.2),236613, Lymphatic tree of skin of lower outer quadrant of right breast, Lymphatic tree of skin of lower outer quadrant of right breast,0
FMA (3.2),236695, Lymphatic tree of skin of lower quadrant of breast, Lymphatic tree of skin of lower quadrant of breast,0
FMA (3.2),236517, Lymphatic tree of skin of nipple, Lymphatic tree of skin of nipple,0
FMA (3.2),236529, Lymphatic tree of skin of quadrant of breast, Lymphatic tree of skin of quadrant of breast,0
FMA (3.2),236565, Lymphatic tree of skin of right areola, Lymphatic tree of skin of right areola,0
FMA (3.2),236597, Lymphatic tree of skin of right breast, Lymphatic tree of skin of right breast,0
FMA (3.2),236561, Lymphatic tree of skin of right nipple, Lymphatic tree of skin of right nipple,0
FMA (3.2),236533, Lymphatic tree of skin of upper inner quadrant of breast, Lymphatic tree of skin of upper inner quadrant of breast,0
FMA (3.2),236611, Lymphatic tree of skin of upper inner quadrant of left breast, Lymphatic tree of skin of upper inner quadrant of left breast,0
FMA (3.2),236609, Lymphatic tree of skin of upper inner quadrant of right breast, Lymphatic tree of skin of upper inner quadrant of right breast,0
FMA (3.2),236531, Lymphatic tree of skin of upper outer quadrant of breast, Lymphatic tree of skin of upper outer quadrant of breast,0
FMA (3.2),236607, Lymphatic tree of skin of upper outer quadrant of left breast, Lymphatic tree of skin of upper outer quadrant of left breast,0
FMA (3.2),236605, Lymphatic tree of skin of upper outer quadrant of right breast, Lymphatic tree of skin of upper outer quadrant of right breast,0
FMA (3.2),236693, Lymphatic tree of skin of upper quadrant of breast, Lymphatic tree of skin of upper quadrant of breast,0
FMA (3.2),236358, Lymphatic tree of subareolar part of fibroglandular mass of brea, Lymphatic tree of subareolar part of fibroglandular mass of brea,0
FMA (3.2),236403, Lymphatic tree of subareolar part of fibroglandular mass of left, Lymphatic tree of subareolar part of fibroglandular mass of left,0
FMA (3.2),236401, Lymphatic tree of subareolar part of fibroglandular mass of righ, Lymphatic tree of subareolar part of fibroglandular mass of righ,0
FMA (3.2),236244, Lymphatic tree of subdivision of ankle, Lymphatic tree of subdivision of ankle,0
FMA (3.2),236348, Lymphatic tree of subdivision of breast, Lymphatic tree of subdivision of breast,0
FMA (3.2),236487, Lymphatic tree of subdivision of fibroglandular mass of breast, Lymphatic tree of subdivision of fibroglandular mass of breast,0
FMA (3.2),236507, Lymphatic tree of subdivision of fibroglandular mass proper of b, Lymphatic tree of subdivision of fibroglandular mass proper of b,0
FMA (3.2),236064, Lymphatic tree of subdivision of foot, Lymphatic tree of subdivision of foot,0
FMA (3.2),235990, Lymphatic tree of subdivision of forearm, Lymphatic tree of subdivision of forearm,0
FMA (3.2),235922, Lymphatic tree of subdivision of hand, Lymphatic tree of subdivision of hand,0
FMA (3.2),236269, Lymphatic tree of subdivision of leg, Lymphatic tree of subdivision of leg,0
FMA (3.2),236589, Lymphatic tree of subdivision of skin of breast, Lymphatic tree of subdivision of skin of breast,0
FMA (3.2),236595, Lymphatic tree of subdivision of superficial fascia of breast, Lymphatic tree of subdivision of superficial fascia of breast,0
FMA (3.2),235986, Lymphatic tree of subdivision of wrist, Lymphatic tree of subdivision of wrist,0
FMA (3.2),236515, Lymphatic tree of superficial fascia of areola, Lymphatic tree of superficial fascia of areola,0
FMA (3.2),236591, Lymphatic tree of superficial fascia of breast, Lymphatic tree of superficial fascia of breast,0
FMA (3.2),236559, Lymphatic tree of superficial fascia of left areola, Lymphatic tree of superficial fascia of left areola,0
FMA (3.2),236603, Lymphatic tree of superficial fascia of left breast, Lymphatic tree of superficial fascia of left breast,0
FMA (3.2),236555, Lymphatic tree of superficial fascia of left nipple, Lymphatic tree of superficial fascia of left nipple,0
FMA (3.2),236633, Lymphatic tree of superficial fascia of lower inner quadrant of , Lymphatic tree of superficial fascia of lower inner quadrant of ,0
FMA (3.2),236635, Lymphatic tree of superficial fascia of lower inner quadrant of , Lymphatic tree of superficial fascia of lower inner quadrant of ,0
FMA (3.2),236527, Lymphatic tree of superficial fascia of lower inner quadrant of , Lymphatic tree of superficial fascia of lower inner quadrant of ,0
FMA (3.2),236629, Lymphatic tree of superficial fascia of lower outer quadrant of , Lymphatic tree of superficial fascia of lower outer quadrant of ,0
FMA (3.2),236631, Lymphatic tree of superficial fascia of lower outer quadrant of , Lymphatic tree of superficial fascia of lower outer quadrant of ,0
FMA (3.2),236525, Lymphatic tree of superficial fascia of lower outer quadrant of , Lymphatic tree of superficial fascia of lower outer quadrant of ,0
FMA (3.2),236699, Lymphatic tree of superficial fascia of lower quadrant of breast, Lymphatic tree of superficial fascia of lower quadrant of breast,0
FMA (3.2),236549, Lymphatic tree of superficial fascia of nipple, Lymphatic tree of superficial fascia of nipple,0
FMA (3.2),236519, Lymphatic tree of superficial fascia of quadrant of breast, Lymphatic tree of superficial fascia of quadrant of breast,0
FMA (3.2),236557, Lymphatic tree of superficial fascia of right areola, Lymphatic tree of superficial fascia of right areola,0
FMA (3.2),236601, Lymphatic tree of superficial fascia of right breast, Lymphatic tree of superficial fascia of right breast,0
FMA (3.2),236553, Lymphatic tree of superficial fascia of right nipple, Lymphatic tree of superficial fascia of right nipple,0
FMA (3.2),236625, Lymphatic tree of superficial fascia of upper inner quadrant of , Lymphatic tree of superficial fascia of upper inner quadrant of ,0
FMA (3.2),236627, Lymphatic tree of superficial fascia of upper inner quadrant of , Lymphatic tree of superficial fascia of upper inner quadrant of ,0
FMA (3.2),236523, Lymphatic tree of superficial fascia of upper inner quadrant of , Lymphatic tree of superficial fascia of upper inner quadrant of ,0
FMA (3.2),236621, Lymphatic tree of superficial fascia of upper outer quadrant of , Lymphatic tree of superficial fascia of upper outer quadrant of ,0
FMA (3.2),236623, Lymphatic tree of superficial fascia of upper outer quadrant of , Lymphatic tree of superficial fascia of upper outer quadrant of ,0
FMA (3.2),236521, Lymphatic tree of superficial fascia of upper outer quadrant of , Lymphatic tree of superficial fascia of upper outer quadrant of ,0
FMA (3.2),236697, Lymphatic tree of superficial fascia of upper quadrant of breast, Lymphatic tree of superficial fascia of upper quadrant of breast,0
FMA (3.2),236385, Lymphatic tree of superior part of fibroglandular mass proper of, Lymphatic tree of superior part of fibroglandular mass proper of,0
FMA (3.2),236387, Lymphatic tree of superior part of fibroglandular mass proper of, Lymphatic tree of superior part of fibroglandular mass proper of,0
FMA (3.2),236350, Lymphatic tree of superior part of fibroglandular mass proper of, Lymphatic tree of superior part of fibroglandular mass proper of,0
FMA (3.2),236074, Lymphatic tree of third toe, Lymphatic tree of third toe,0
FMA (3.2),235928, Lymphatic tree of thumb, Lymphatic tree of thumb,0
FMA (3.2),224294, Lymphatic tree of thyroid gland, Lymphatic tree of thyroid gland,0
FMA (3.2),236080, Lymphatic tree of toe, Lymphatic tree of toe,0
FMA (3.2),235984, Lymphatic tree of wrist, Lymphatic tree of wrist,0
FMA (3.2),5024, Lymphatic tree organ, Lymphatic tree organ,0
FMA (3.2),66132, Lymphatic tree organ part, Lymphatic tree organ part,0
FMA (3.2),30315, Lymphatic vessel, Lymphatic vessel,0
FMA (3.2),7405, Main Bronchus, Main bronchus,0
FMA (3.2),7396, Main Bronchus Left, Left main bronchus,0
FMA (3.2),7395, Main Bronchus Right, Right main bronchus,0
FMA (3.2),59675, Main nasal cavity, Main nasal cavity,0
FMA (3.2),59788, Major salivary gland, Major salivary gland,0
FMA (3.2),61226, Malar lymph node, Malar lymph node,0
FMA (3.2),19901, Male breast, Male breast,0
FMA (3.2),19913, Male Breast Left, Left male breast,0
FMA (3.2),259115, Male breast proper, Male breast proper,0
FMA (3.2),19912, Male Breast Right, Right male breast,0
FMA (3.2),45642, Male external genitalia, Male external genitalia,0
FMA (3.2),19733, Male external urethral sphincter, Male external urethral sphincter,0
FMA (3.2),55678, Male genital duct, Male genital duct,0
FMA (3.2),45655, Male internal genitalia, Male internal genitalia,0
FMA (3.2),20461, Male pudendum, Male pudendum,0
FMA (3.2),19668, Male urethra, Male urethra,0
FMA (3.2),52753, Malleus, Malleus,0
FMA (3.2),52748, Mandible, Mandible,3
FMA (3.2),61227, Mandibular lymph node, Mandibular lymph node,0
FMA (3.2),75779, Mandibular symphysis, Mandibular symphysis,0
FMA (3.2),7502, Manubriosternal joint, Manubriosternal joint,0
FMA (3.2),7486, Manubrium, Manubrium,0
FMA (3.2),14831, Marginal artery of colon, Marginal artery of colon,0
FMA (3.2),235604, Marginal lingual lymphatic tree, Marginal lingual lymphatic tree,0
FMA (3.2),48998, Masseter Left, Left masseter,0
FMA (3.2),48996, Masseter Muscles, Masseter,0
FMA (3.2),48997, Masseter Right, Right masseter,0
FMA (3.2),55090, Masticator compartment, Masticator compartment,0
FMA (3.2),84976, Masticator space, Masticator space,0
FMA (3.2),74060, Masticatory muscle, Masticatory muscle,0
FMA (3.2),50792, Mastoid emissary vein, Mastoid emissary vein,0
FMA (3.2),61215, Mastoid lymph node, Mastoid lymph node,0
FMA (3.2),61709, Mastoid part of head, Mastoid part of head,0
FMA (3.2),67165, Material anatomical entity, Material anatomical entity,0
FMA (3.2),9711, Maxilla, Maxilla,0
FMA (3.2),57715, Maxillary sinus, Maxillary sinus,0
FMA (3.2),233322, Medial basal segmental bronchus lymph node group, Medial basal segmental bronchus lymph node group,0
FMA (3.2),13289, Medial basal segmental vein, Medial basal segmental vein,0
FMA (3.2),16641, Medial common iliac lymph node, Medial common iliac lymph node,0
FMA (3.2),71820, Medial common iliac lymph node group, Medial common iliac lymph node group,0
FMA (3.2),24518, Medial cuneiform bone, Medial cuneiform bone,0
FMA (3.2),65246, Medial cutaneous nerve of arm, Medial cutaneous nerve of arm,0
FMA (3.2),39079, Medial cutaneous nerve of forearm, Medial cutaneous nerve of forearm,0
FMA (3.2),65248, Medial cutaneous nerve of left arm, Medial cutaneous nerve of left arm,0
FMA (3.2),39082, Medial cutaneous nerve of left forearm, Medial cutaneous nerve of left forearm,0
FMA (3.2),65247, Medial cutaneous nerve of right arm, Medial cutaneous nerve of right arm,0
FMA (3.2),39081, Medial cutaneous nerve of right forearm, Medial cutaneous nerve of right forearm,0
FMA (3.2),12807, Medial diaphragmatic lymph node, Medial diaphragmatic lymph node,0
FMA (3.2),16647, Medial external iliac lymph node, Medial external iliac lymph node,0
FMA (3.2),71826, Medial external iliac lymph node group, Medial external iliac lymph node group,0
FMA (3.2),44304, Medial Inguinofemoral Nodes, Intermediate deep inguinal lymph node,0
FMA (3.2),276021, Medial Inguinofemoral Nodes Left, Left intermediate deep inguinal lymph node,0
FMA (3.2),276019, Medial Inguinofemoral Nodes Right, Right intermediate deep inguinal lymph node,0
FMA (3.2),77165, Medial lacunar lymph node, Medial lacunar lymph node,0
FMA (3.2),22851, Medial lumbar intertransversarius, Medial lumbar intertransversarius,0
FMA (3.2),236236, Medial lymphatic tree of foot, Medial lymphatic tree of foot,0
FMA (3.2),236112, Medial lymphatic tree of foot proper, Medial lymphatic tree of foot proper,0
FMA (3.2),236006, Medial lymphatic tree of hand, Medial lymphatic tree of hand,0
FMA (3.2),235966, Medial lymphatic tree of hand proper, Medial lymphatic tree of hand proper,0
FMA (3.2),241715, Medial lymphatic tree of left foot, Medial lymphatic tree of left foot,0
FMA (3.2),236120, Medial lymphatic tree of left foot proper, Medial lymphatic tree of left foot proper,0
FMA (3.2),236022, Medial lymphatic tree of left hand proper, Medial lymphatic tree of left hand proper,0
FMA (3.2),241713, Medial lymphatic tree of right foot, Medial lymphatic tree of right foot,0
FMA (3.2),236118, Medial lymphatic tree of right foot proper, Medial lymphatic tree of right foot proper,0
FMA (3.2),236020, Medial lymphatic tree of right hand proper, Medial lymphatic tree of right hand proper,0
FMA (3.2),275191, Medial occipitotemporal gyrus, Medial occipitotemporal gyrus,0
FMA (3.2),74509, Medial olfactory gyrus, Medial olfactory gyrus,0
FMA (3.2),65293, Medial pectoral nerve, Medial pectoral nerve,0
FMA (3.2),49011, Medial pterygoid, Medial pterygoid,0
FMA (3.2),49013, Medial Pterygoid Left, Left medial pterygoid,0
FMA (3.2),49012, Medial Pterygoid Right, Right medial pterygoid,0
FMA (3.2),49037, Medial rectus, Medial rectus,0
FMA (3.2),236419, Medial region of breast, Medial region of breast,0
FMA (3.2),236643, Medial region of left breast, Medial region of left breast,0
FMA (3.2),236641, Medial region of right breast, Medial region of right breast,0
FMA (3.2),265685, Medial retropharyngeal lymphatic chain, Medial retropharyngeal lymphatic chain,0
FMA (3.2),84598, Medial sacral lymph node, Medial sacral lymph node,0
FMA (3.2),233280, Medial segmental bronchus lymph node group, Medial segmental bronchus lymph node group,0
FMA (3.2),8665, Medial segmental vein, Medial segmental vein,0
FMA (3.2),45057, Medial subtendinous bursa of gastrocnemius, Medial subtendinous bursa of gastrocnemius,0
FMA (3.2),45059, Medial subtendinous bursa of left gastrocnemius, Medial subtendinous bursa of left gastrocnemius,0
FMA (3.2),45058, Medial subtendinous bursa of right gastrocnemius, Medial subtendinous bursa of right gastrocnemius,0
FMA (3.2),14192, Medial Supra-clavicular nodes, Supraclavicular lymph node,0
FMA (3.2),232719, Medial Supra-clavicular nodes Left, Left supraclavicular lymph node,0
FMA (3.2),232721, Medial Supra-clavicular nodes Right, Right supraclavicular lymph node,0
FMA (3.2),51009, Medial vein of lateral ventricle, Medial vein of lateral ventricle,0
FMA (3.2),51019, Medial vein of left lateral ventricle, Medial vein of left lateral ventricle,0
FMA (3.2),51018, Medial vein of right lateral ventricle, Medial vein of right lateral ventricle,0
FMA (3.2),45701, Median lobe of prostate, Median lobe of prostate,0
FMA (3.2),14385, Median nerve, Median nerve,0
FMA (3.2),14757, Median sacral artery, Median sacral artery,0
FMA (3.2),31725, Median sacral crest, Median sacral crest,0
FMA (3.2),235556, Median sacral lymphatic chain, Median sacral lymphatic chain,0
FMA (3.2),77168, Median sacral vein, Median sacral vein,0
FMA (3.2),12774, Mediastinal lymph node, Mediastinal lymph node,0
FMA (3.2),276755, Mediastinal lymph node group, Mediastinal lymph node group,0
FMA (3.2),5848, Mediastinal lymph trunk, Mediastinal lymph trunk,0
FMA (3.2),14210, Mediastinal lymph trunk (1), Mediastinal lymph trunk (1),0
FMA (3.2),14211, Mediastinal lymph trunk (2), Mediastinal lymph trunk (2),0
FMA (3.2),14212, Mediastinal lymph trunk (3), Mediastinal lymph trunk (3),0
